MC_samples M E
930 0.501124 -1.24877
931 0.501117 -1.24876
932 0.501132 -1.24882
933 0.501254 -1.24898
934 0.501451 -1.24918
935 0.501642 -1.24936
936 0.501827 -1.24942
937 0.502054 -1.24958
938 0.50226 -1.24969
939 0.502465 -1.24973
940 0.502713 -1.24988
941 0.502986 -1.25005
942 0.503232 -1.25021
943 0.503505 -1.25039
944 0.503713 -1.25058
945 0.504011 -1.25086
946 0.504244 -1.25091
947 0.504424 -1.25089
948 0.504594 -1.25097
949 0.504731 -1.25105
950 0.504916 -1.25109
951 0.50511 -1.2512
952 0.505336 -1.25128
953 0.505619 -1.25147
954 0.50586 -1.25162
955 0.506099 -1.25166
956 0.506287 -1.2518
957 0.506515 -1.25196
958 0.506707 -1.25214
959 0.506898 -1.25223
960 0.507042 -1.25227
961 0.507185 -1.25231
962 0.50736 -1.25241
963 0.507539 -1.25245
964 0.507754 -1.25258
965 0.507927 -1.25257
966 0.508095 -1.25253
967 0.50832 -1.25262
968 0.508445 -1.25256
969 0.508473 -1.25239
970 0.508448 -1.25227
971 0.508409 -1.25221
972 0.508369 -1.25233
973 0.508392 -1.25243
974 0.508486 -1.25261
975 0.508538 -1.25278
976 0.508627 -1.25291
977 0.50869 -1.25302
978 0.508814 -1.25332
979 0.508876 -1.25353
980 0.508867 -1.25368
981 0.508833 -1.25381
982 0.508712 -1.2539
983 0.508616 -1.254
984 0.508537 -1.25404
985 0.508406 -1.25409
986 0.508129 -1.25407
987 0.507888 -1.25417
988 0.507632 -1.25423
989 0.507432 -1.25423
990 0.507162 -1.25414
991 0.506842 -1.25404
992 0.506527 -1.25389
993 0.506158 -1.25386
994 0.50579 -1.25379
995 0.505377 -1.25359
996 0.50488 -1.25339
997 0.504468 -1.25319
998 0.503968 -1.25305
999 0.503478 -1.25299
1000 0.503025 -1.25297
1001 0.502582 -1.25288
1002 0.502161 -1.25281
1003 0.501695 -1.25267
1004 0.50126 -1.25258
1005 0.500856 -1.25243
1006 0.500383 -1.25242
1007 0.499926 -1.25232
1008 0.499514 -1.25208
1009 0.499078 -1.25187
1010 0.498649 -1.25156
1011 0.498259 -1.25136
1012 0.4979 -1.25117
1013 0.497522 -1.25095
1014 0.497046 -1.25069
1015 0.496616 -1.25048
1016 0.49624 -1.25028
1017 0.495939 -1.25008
1018 0.495658 -1.2499
1019 0.495402 -1.24979
1020 0.495123 -1.24957
1021 0.494814 -1.24936
1022 0.494496 -1.24927
1023 0.494247 -1.24916
1024 0.493916 -1.24904
1025 0.493654 -1.2489
1026 0.493489 -1.24862
1027 0.493311 -1.24827
1028 0.49321 -1.24804
1029 0.493134 -1.24784
1030 0.493131 -1.24764
1031 0.493235 -1.24745
1032 0.493309 -1.24737
1033 0.493417 -1.24742
1034 0.493501 -1.24751
1035 0.493667 -1.24766
1036 0.493808 -1.24783
1037 0.493915 -1.2478
1038 0.494022 -1.24783
1039 0.49411 -1.24786
1040 0.494245 -1.24795
1041 0.494472 -1.24809
1042 0.494707 -1.2482
1043 0.494914 -1.24826
1044 0.495153 -1.24841
1045 0.495359 -1.24846
1046 0.495607 -1.24862
1047 0.495874 -1.24881
1048 0.496174 -1.24907
1049 0.496439 -1.24924
1050 0.496733 -1.24948
1051 0.497041 -1.24974
1052 0.497338 -1.24993
1053 0.497602 -1.25009
1054 0.497842 -1.25029
1055 0.498028 -1.25042
1056 0.498201 -1.25061
1057 0.498392 -1.25072
1058 0.498535 -1.25076
1059 0.498692 -1.25084
1060 0.498788 -1.25081
1061 0.49885 -1.2508
1062 0.498875 -1.2508
1063 0.498848 -1.25068
1064 0.498741 -1.25048
1065 0.498638 -1.25036
1066 0.498569 -1.25026
1067 0.498505 -1.25009
1068 0.498371 -1.24992
1069 0.498269 -1.2497
1070 0.498206 -1.2495
