MC_samples M E
820 0.490061 -1.24584
821 0.48947 -1.24563
822 0.488942 -1.24544
823 0.488487 -1.24529
824 0.487992 -1.24516
825 0.487491 -1.24498
826 0.48707 -1.24483
827 0.486578 -1.24478
828 0.486014 -1.24465
829 0.485525 -1.24451
830 0.48497 -1.24429
831 0.48441 -1.24397
832 0.48393 -1.24376
833 0.483481 -1.24346
834 0.483165 -1.24317
835 0.482826 -1.24297
836 0.482386 -1.24279
837 0.482025 -1.24271
838 0.481712 -1.24267
839 0.48149 -1.24244
840 0.481185 -1.24217
841 0.480939 -1.24199
842 0.480701 -1.24167
843 0.480552 -1.24142
844 0.480456 -1.24129
845 0.480367 -1.24117
846 0.48029 -1.24112
847 0.480195 -1.24111
848 0.480118 -1.24113
849 0.479988 -1.24112
850 0.479765 -1.24094
851 0.479471 -1.2408
852 0.47919 -1.24062
853 0.478992 -1.24038
854 0.478841 -1.24023
855 0.478842 -1.24011
856 0.47889 -1.24015
857 0.478915 -1.2402
858 0.478951 -1.24035
859 0.47897 -1.24054
860 0.478942 -1.24062
861 0.478937 -1.24073
862 0.478991 -1.24086
863 0.478963 -1.24082
864 0.478854 -1.24071
865 0.478746 -1.24058
866 0.478609 -1.24039
867 0.478431 -1.24033
868 0.47822 -1.24024
869 0.477957 -1.24001
870 0.477557 -1.23957
871 0.477124 -1.23922
872 0.476783 -1.23898
873 0.476523 -1.23879
874 0.476316 -1.23858
875 0.47612 -1.23838
876 0.475925 -1.23828
877 0.475678 -1.23829
878 0.475444 -1.23823
879 0.475279 -1.23813
880 0.475051 -1.238
881 0.474739 -1.23792
882 0.474541 -1.23787
883 0.474275 -1.2378
884 0.473993 -1.23784
885 0.473814 -1.23792
886 0.473623 -1.23788
887 0.473388 -1.23788
888 0.473215 -1.23782
889 0.472987 -1.23765
890 0.472719 -1.23765
891 0.472441 -1.23751
892 0.472225 -1.23737
893 0.471999 -1.23738
894 0.471857 -1.23727
895 0.471788 -1.23726
896 0.471724 -1.23723
897 0.471644 -1.2372
898 0.471576 -1.23716
899 0.471485 -1.23713
900 0.471294 -1.23701
901 0.471099 -1.23674
902 0.47092 -1.23645
903 0.470653 -1.23622
904 0.470487 -1.23604
905 0.470304 -1.23587
906 0.470237 -1.23585
907 0.470187 -1.23584
908 0.469994 -1.23574
909 0.469868 -1.23571
910 0.469643 -1.2356
911 0.46949 -1.23553
912 0.469287 -1.23543
913 0.469107 -1.23533
914 0.468906 -1.23525
915 0.468678 -1.2352
916 0.468526 -1.2351
917 0.468473 -1.23504
918 0.468312 -1.23493
919 0.468177 -1.23477
920 0.468082 -1.23471
921 0.467975 -1.23467
922 0.467739 -1.23449
923 0.467551 -1.23425
924 0.46737 -1.23402
925 0.467189 -1.23372
926 0.467068 -1.23347
927 0.466963 -1.2333
928 0.466837 -1.23306
929 0.466706 -1.23273
930 0.466543 -1.23248
931 0.466343 -1.23234
932 0.466202 -1.23222
933 0.466099 -1.23202
934 0.466017 -1.23185
935 0.465893 -1.23174
936 0.465855 -1.23165
937 0.465848 -1.23171
938 0.46588 -1.23178
939 0.465958 -1.23181
940 0.465973 -1.23185
941 0.465967 -1.23183
942 0.465934 -1.2318
943 0.46596 -1.23172
944 0.46599 -1.23168
945 0.465974 -1.23164
946 0.465983 -1.23163
947 0.466014 -1.23169
948 0.466055 -1.23184
949 0.466117 -1.23197
950 0.4661 -1.23199
951 0.466004 -1.23195
952 0.466019 -1.23189
953 0.465981 -1.2317
954 0.465917 -1.2316
955 0.465979 -1.23151
956 0.466172 -1.23152
957 0.466301 -1.2315
958 0.466435 -1.23142
959 0.46659 -1.23124
960 0.466802 -1.23124
961 0.46692 -1.23129
962 0.467032 -1.23132
963 0.467124 -1.23133
964 0.467215 -1.23139
965 0.467218 -1.23133
966 0.467376 -1.23147
967 0.467492 -1.23156
968 0.467629 -1.23161
969 0.46775 -1.23167
970 0.467979 -1.23179
971 0.46826 -1.23203
972 0.468493 -1.23224
973 0.468674 -1.23234
974 0.468871 -1.23248
975 0.469062 -1.23255
976 0.469267 -1.23273
977 0.469585 -1.23298
978 0.469893 -1.23315
979 0.470199 -1.2333
980 0.470474 -1.23343
981 0.470744 -1.23359
982 0.471023 -1.23373
983 0.471292 -1.23387
984 0.47154 -1.23404
985 0.471792 -1.23421
986 0.472064 -1.23438
987 0.47232 -1.23449
988 0.472621 -1.23468
989 0.472947 -1.23501
990 0.473237 -1.23533
991 0.473552 -1.23562
992 0.473876 -1.23592
993 0.474225 -1.23619
994 0.474572 -1.23651
995 0.474884 -1.23685
996 0.475146 -1.23709
997 0.475461 -1.23742
998 0.475782 -1.23769
999 0.476131 -1.23804
1000 0.47649 -1.23847
